Hospital Name,City,State Code,Zip Code,County,Rural Versus Urban,CCN Facility Type,Provider Type,Type of Control,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Total Days (V + XVIII + XIX + Unknown),Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Number of Beds + Total for all Subproviders,Total Bad Debt Expense,Total Unreimbursed and Uncompensated Care,Total Costs,Combined Outpatient + Inpatient Total Charges,Less Total Operating Expense,Cost To Charge Ratio,Net Patient Revenue,Net Income from Service to Patients,Net Income,Staff Per Bed,Clinical Operating Margin,Net Revenue Per Bed,State Name,Operating Expense Ratio,Size Category
ST. FRANCIS HOSPITAL,ROSLYN,NY,11576,NASSAU,U,STH,1,1,2023-01-01,2023-12-31,3061.1,98544.0,354.0,129210.0,19782.0,354.0,6491499.0,42173488.0,688921751.0,4279890306.0,910136989.0,0.160967,869526534.0,-40610455.0,136475422.0,8.647175141242938,-0.04670410092396329,2456289.6440677964,New York,1.0467041009239633,Large
MAIMONIDES MEDICAL CENTER,BROOKLYN,NY,11219,KINGS,R,STH,1,2,2023-01-01,2023-12-31,6271.6,168771.0,641.0,210046.0,28115.0,711.0,9766548.0,27172428.0,1213591003.0,4961532197.0,1648440091.0,0.2446,1247674491.0,-400765600.0,-78897897.0,8.820815752461323,-0.3212100615111478,1754816.4430379746,New York,1.3212100615111477,Large
WILLAMETTE VALLEY MEDICAL CENTER,MCMINNVILLE,OR,97128,,U,STH,1,4,2023-01-01,2023-12-31,374.83,8774.0,50.0,18250.0,2584.0,60.0,2628730.0,2999241.0,80783951.0,431054311.0,122543832.0,0.18741,113603973.0,-8939859.0,-7816602.0,6.247166666666667,-0.07869318971793354,1893399.55,Oregon,1.0786931897179335,Small
HENDERSON COUNTY COMMUNITY HOSPITAL,LEXINGTON,TN,38351-,HENDERSON,R,STH,1,4,2023-01-01,2023-12-31,109.22,4811.0,36.0,13140.0,748.0,36.0,56187.0,1492792.0,20331752.0,106604290.0,22494323.0,0.190722,23278182.0,783859.0,6416819.0,3.033888888888889,0.03367354890515076,646616.1666666666,Tennessee,0.9663264510948493,Small
CHINLE COMPREHENSIVE CARE FACILITY,CHINLE,AZ,86503,NAVAJO,R,STH,1,7,2022-10-01,2023-09-30,1276.0,5323.0,60.0,21900.0,1723.0,60.0,,,146845990.0,1472287.0,236990765.0,,,-236990765.0,-236990765.0,21.266666666666666,,,Arizona,,Small
CANDLER COUNTY HOSPITAL,METTER,GA,30349-0597,CANDLER,R,CAH,1,9,2023-01-01,2023-12-31,159.05,5863.0,25.0,9125.0,218.0,25.0,7253034.0,3405849.0,25333713.0,93797610.0,29082590.0,0.270089,32716727.0,3634137.0,3894325.0,6.362,0.11107886800534784,1308669.08,Georgia,0.8889211319946522,Small
BLACKFEET COMMUNITY HOSPITAL,BROWNING,MT,59417,GLACIER,R,STH,1,7,2022-10-01,2023-09-30,262.0,1024.0,26.0,9490.0,332.0,26.0,,,43482651.0,334212.0,101971158.0,,,-101971158.0,-101971158.0,10.076923076923077,,,Montana,,Small
DAVIS REGIONAL MEDICAL CENTER,STATESVILLE,NC,28625,IREDELL,U,PH,4,4,2023-05-05,2023-09-30,27.82,5517.0,17.0,6258.0,561.0,17.0,,,7516413.0,9747065.0,8757887.0,,3806500.0,-4951387.0,-4930611.0,1.6364705882352941,-1.3007715749376068,223911.76470588235,North Carolina,2.3007715749376065,Small
QUENTIN N BURDICK MEMORIAL HOSPITAL,BELCOURT,ND,58316,ROLETTE,R,STH,1,7,2022-10-01,2023-09-30,342.0,1924.0,27.0,9855.0,385.0,27.0,,,38973906.0,406699.0,90470793.0,,,-90470793.0,-90470793.0,12.666666666666666,,,North Dakota,,Small
LAWTON INDIAN HOSPITAL,LAWTON,OK,73501,COMANCHE,U,STH,1,7,2022-10-01,2023-09-30,600.0,2019.0,38.0,13870.0,309.0,38.0,,,56025703.0,1006839.0,101091368.0,,,-101091368.0,-101091368.0,15.789473684210526,,,Oklahoma,,Small
DELAWARE COUNTY MEMORIAL HOSPITAL,DREXEL HILL,PA,19026-,,U,STH,1,4,2023-01-01,2023-12-31,88.42,,,,,,3381343.0,2142883.0,55276915.0,176480370.0,47874846.0,0.313218,25603949.0,-22270897.0,-20028293.0,,-0.8698227371098107,,Pennsylvania,1.8698227371098106,
CONTINUECARE HOSPITAL AT MEDICAL CEN,ODESSA,TX,79761-5001,ECTOR,U,LTCH,2,2,2023-02-01,2024-01-31,41.83,6287.0,25.0,9125.0,207.0,25.0,,,9560201.0,32147177.0,9473949.0,,8552393.0,-921556.0,-916086.0,1.6732,-0.10775416892090904,342095.72,Texas,1.107754168920909,Small
RIVER PARK HOSPITAL,HUNTINGTON,WV,25719-1875,CABELL,U,PH,4,4,2023-01-01,2023-12-31,215.9,37548.0,116.0,42340.0,644.0,187.0,,,26669105.0,73741050.0,29482427.0,,40791241.0,11308814.0,11336295.0,1.1545454545454545,0.277236331201593,218134.97860962566,West Virginia,0.722763668798407,Medium
HCA HOUSTON HEALTHCARE PEARLAND,PEARLAND,TX,77584,BRAZORIA,U,STH,1,4,2023-02-01,2024-01-31,338.38,18033.0,48.0,17520.0,4291.0,48.0,10410212.0,11764115.0,88654191.0,1085722630.0,113988919.0,0.081655,107617217.0,-6371702.0,-5956456.0,7.0495833333333335,-0.05920708765401358,2242025.3541666665,Texas,1.0592070876540136,Small
ALASKA NATIVE MEDICAL CENTER,ANCHORAGE,AK,99508,ANCHORAGE,U,STH,1,7,2022-10-01,2023-09-30,3047.0,43961.0,153.0,55481.0,8018.0,153.0,,,581068172.0,5394496.0,733120462.0,,,-733120462.0,-733120462.0,19.915032679738562,,,Alaska,,Medium
CHANDLER REGIONAL MEDICAL CENTER,CHANDLER,AZ,85224,MARICOPA,R,STH,1,2,2023-01-01,2023-12-31,2351.02,135027.0,429.0,156585.0,31986.0,429.0,62150883.0,60457010.0,627031278.0,4721938319.0,730833395.0,0.132791,763727931.0,32894536.0,69305816.0,5.4802331002331,0.04307101346539596,1780251.5874125874,Arizona,0.956928986534604,Large
TUBA CITY REG HEALTH CARE CORP,TUBA CITY,AZ,86045,COCONINO,U,STH,1,7,2022-10-01,2023-09-30,1169.0,6185.0,73.0,26645.0,1136.0,73.0,,,139580293.0,1475305.0,240306906.0,,,-240306906.0,-240306906.0,16.013698630136986,,,Arizona,,Small
BARSTOW COMMUNITY HOSPITAL,BARSTOW,CA,92311,SAN BERNARDINO,U,STH,1,4,2023-02-01,2024-01-31,267.16,7099.0,30.0,10950.0,1736.0,30.0,14850963.0,2325768.0,58578392.0,589983852.0,65306286.0,0.099288,72964466.0,7658180.0,8036260.0,8.905333333333335,0.10495766528326268,2432148.8666666667,California,0.8950423347167373,Small
SSH - QUAD CITIES  INC.,DAVENPORT,IA,52803,SCOTT,U,LTCH,2,4,2023-02-01,2024-01-31,74.25,7306.0,35.0,12775.0,270.0,35.0,,,16122570.0,77732070.0,15639239.0,,13371565.0,-2267674.0,-2393276.0,2.1214285714285714,-0.1695892739555916,382044.71428571426,Iowa,1.1695892739555915,Small
GALLUP INDIAN MEDICAL CENTER,GALLUP,NM,87305,MCKINLEY,R,STH,1,7,2022-10-01,2023-09-30,1210.0,12090.0,74.0,27010.0,2594.0,74.0,,,161930244.0,2096352.0,271680094.0,71.33347,,-271680094.0,-271680094.0,16.35135135135135,,,New Mexico,,Small
ST. JOSEPH HOSPITAL,BETHPAGE,NY,11714,NASSAU,U,STH,1,1,2023-01-01,2023-12-31,792.9,31448.0,203.0,74095.0,6362.0,203.0,4993185.0,18576591.0,165017063.0,817934922.0,182201030.0,0.201748,158665665.0,-23535365.0,-19803000.0,3.905911330049261,-0.1483330687833439,781604.2610837439,New York,1.148333068783344,Medium
SSH - DURHAM,DURHAM,NC,27704,DURHAM,U,LTCH,2,4,2023-02-01,2024-01-31,90.26,9080.0,30.0,10950.0,196.0,30.0,,,18195586.0,125806062.0,18304008.0,,18334043.0,30035.0,-380442.0,3.008666666666667,0.001638209313679476,611134.7666666667,North Carolina,0.9983617906863205,Small
SSH - CENTRAL PA,CAMP HILL,PA,17011,CUMBERLAND,U,LTCH,2,4,2023-02-01,2024-01-31,234.66,23756.0,92.0,33580.0,875.0,92.0,,,43380817.0,372211678.0,41976724.0,,50752678.0,8775954.0,9021408.0,2.5506521739130434,0.17291607745309517,551659.5434782609,Pennsylvania,0.8270839225469048,Medium
NORTHWEST TEXAS HOSPITAL,AMARILLO,TX,79106-1770,POTTER,R,STH,1,4,2023-01-01,2023-12-31,1564.64,71836.0,328.0,119720.0,13528.0,444.0,129089944.0,40815899.0,269561350.0,3024979637.0,342386793.0,0.089112,365980791.0,23593998.0,29926426.0,3.5239639639639644,0.06446785891557899,824281.0608108108,Texas,0.9355321410844211,Large
HUNT REGIONAL MEDICAL CENTER,GREENVILLE,TX,75401-,HUNT,U,STH,1,11,2022-10-01,2023-09-30,1615.32,33905.0,150.0,54750.0,7266.0,167.0,65730531.0,22397387.0,198347397.0,841627911.0,234035190.0,0.235671,176197063.0,-57838127.0,-6096928.0,9.672574850299402,-0.3282581787416059,1055072.2335329342,Texas,1.328258178741606,Medium
DOCTORS HOSPITAL OF LAREDO,LAREDO,TX,78045-,WEBB,R,STH,1,4,2023-01-01,2023-12-31,792.09,35702.0,183.0,66795.0,8054.0,183.0,93473473.0,16037688.0,138138944.0,2321655508.0,176378581.0,0.0595,201382121.0,25003540.0,26332631.0,4.328360655737705,0.12415968148433594,1100448.7486338797,Texas,0.875840318515664,Medium
MEDICAL CITY ALLIANCE,FORT WORTH,TX,76177,TARRANT,U,STH,1,4,2023-02-01,2024-01-31,472.57,27705.0,113.0,32547.0,6984.0,113.0,18664625.0,18226960.0,124092538.0,1667067051.0,130013371.0,0.074438,194492043.0,64478672.0,64736640.0,4.182035398230089,0.331523444380704,1721168.5221238937,Texas,0.668476555619296,Medium
ACADIA VERMILION HOSPITAL,LAFAYETTE,LA,70507,,U,PH,4,4,2023-01-01,2023-12-31,160.33,23093.0,78.0,28470.0,3055.0,78.0,,,16613866.0,56569962.0,18353713.0,,19780158.0,1426445.0,1553560.0,2.0555128205128206,0.072114944683455,253591.76923076922,Louisiana,0.927885055316545,Medium
AMERICAN HEALTHCARE SYSTEMS,ASHEBORO,NC,27204-,RANDOLPH,U,STH,1,2,2023-01-01,2023-12-31,827.93,17168.0,145.0,52925.0,5725.0,145.0,24079883.0,10113887.0,98773239.0,713739073.0,111003848.0,0.138388,108510650.0,-2493198.0,20723449.0,5.709862068965517,-0.02297652811037442,748349.3103448276,North Carolina,1.0229765281103744,Medium
BIG SOUTH FORK MEDICAL CENTER,ONEIDA,TN,37841,SCOTT,R,CAH,1,4,2023-01-01,2023-12-31,82.2,1845.0,25.0,9125.0,499.0,25.0,139037.0,43870.0,14521125.0,55829766.0,12776215.0,0.260096,19412133.0,6635918.0,6538159.0,3.2880000000000003,0.3418438355022604,776485.32,Tennessee,0.6581561644977396,Small
WHEELING HOSPITAL,WHEELING,WV,26003,OHIO,R,STH,1,2,2022-10-01,2023-09-30,2338.47,47436.0,189.0,68985.0,11611.0,333.0,14406950.0,34414149.0,398692125.0,1232365206.0,479850120.0,0.323518,447868115.0,-31982005.0,6880912.0,7.022432432432431,-0.07140942596460567,1344949.2942942942,West Virginia,1.0714094259646056,Large
SELLS HOSPITAL,SELLS,AZ,85634-0548,PIMA,U,STH,1,7,2022-10-01,2023-09-30,520.0,588.0,14.0,5110.0,118.0,14.0,,,42509595.0,302880.0,94063050.0,,,-94063050.0,-94063050.0,37.142857142857146,,,Arizona,,Small
UNIVERSITY OF IOWA HEALTH CARE MEDIC,IOWA CITY,IA,52245,JOHNSON,U,STH,1,1,2023-07-01,2024-01-30,470.73,10972.0,211.0,45154.0,2340.0,211.0,223294.0,543851.0,89844027.0,365298650.0,114864265.0,0.245947,77991779.0,-36872486.0,-42221650.0,2.2309478672985783,-0.4727740086554507,369629.2843601896,Iowa,1.4727740086554508,Medium
METROWEST MEDICAL CENTER,NATICK,MA,01760,MIDDLESEX,R,STH,1,4,2023-02-01,2024-01-31,643.99,28728.0,134.0,49002.0,6200.0,220.0,16797510.0,3405622.0,173809994.0,1126823352.0,220698377.0,0.154248,195508679.0,-25189698.0,-21825938.0,2.9272272727272726,-0.12884184031543683,888675.8136363636,Massachusetts,1.1288418403154368,Medium
SAINT VINCENT HOSPITAL,WORCESTER,MA,01608,WORCESTER,R,STH,1,4,2023-02-01,2024-01-31,1133.91,60624.0,244.0,89060.0,13139.0,264.0,21380918.0,3525311.0,318600861.0,2349771118.0,406426013.0,0.135588,413294644.0,6868631.0,13524702.0,4.295113636363637,0.0166192112569453,1565510.0151515151,Massachusetts,0.9833807887430547,Large
CEDAR COUNTY MEMORIAL HOSPITAL,EL DORADO SPRINGS,MO,64744,CEDAR,R,CAH,1,9,2023-02-01,2024-01-31,97.34,1132.0,25.0,9125.0,214.0,25.0,1475406.0,906280.0,17424335.0,29642824.0,20671082.0,0.58781,18055476.0,-2615606.0,-825495.0,3.8936,-0.14486497060503972,722219.04,Missouri,1.1448649706050398,Small
ST CHARLES HOSPITAL,PORT JEFFERESON,NY,11777,SUFFOLK,U,STH,1,1,2023-01-01,2023-12-31,1151.37,43513.0,167.0,60955.0,7809.0,243.0,4198175.0,24926440.0,214799881.0,978769828.0,251907366.0,0.219459,232654242.0,-19253124.0,-8729000.0,4.738148148148148,-0.08275423578994962,957424.8641975309,New York,1.0827542357899496,Medium
MERCY MEDICAL CENTER,ROCKVILLE CENTRE,NY,11570,NASSAU,U,STH,1,1,2023-01-01,2023-12-31,1510.6,47759.0,152.0,55480.0,9615.0,215.0,6476875.0,47269006.0,281799110.0,1434535016.0,346545335.0,0.196439,283212856.0,-63332479.0,-34849544.0,7.026046511627906,-0.22362148348237412,1317269.0976744187,New York,1.2236214834823742,Medium
GOOD SAMARITAN HOSPITAL,WEST ISLIP,NY,11795,SUFFOLK,U,STH,1,1,2023-01-01,2023-12-31,3304.6,124314.0,437.0,159505.0,24567.0,437.0,18325522.0,96811038.0,674850179.0,4005292023.0,863289921.0,0.16849,775776299.0,-87513622.0,9655000.0,7.562013729977116,-0.11280780569451246,1775231.8054919909,New York,1.1128078056945125,Large
JELLICO REGIONAL HOSPITAL,JELLICO,TN,37762,CAMPBELL,R,CAH,1,2,2023-06-09,2024-03-08,15.0,41.0,25.0,6850.0,11.0,25.0,1407129.0,12691478.0,23640686.0,6902981.0,10821595.0,3.424707,,-10821595.0,-10821595.0,0.6,,,Tennessee,,Small
MEDICAL CITY FORT WORTH,FORT WORTH,TX,76104,TARRANT,U,STH,1,4,2023-02-01,2024-01-31,1009.96,64092.0,239.0,82817.0,13416.0,257.0,12803396.0,21010418.0,289536328.0,4030211535.0,325894357.0,0.071841,,-325894357.0,-325894357.0,3.9298054474708173,,,Texas,,Large
CROCKETT MEDICAL CENTER,CROCKETT,TX,75835,HOUSTON,R,CAH,1,4,2023-01-01,2023-12-31,40.61,468.0,25.0,9125.0,108.0,25.0,5910973.0,4911551.0,18717054.0,58743729.0,17273022.0,0.318622,11990021.0,-5283001.0,1717635.0,1.6244,-0.44061649266502534,479600.84,Texas,1.4406164926650253,Small
JAY HOSPITAL,JAY,FL,32565,SANTA ROSA,R,STH,1,2,2022-10-01,2023-09-30,87.84,2905.0,19.0,6935.0,434.0,19.0,2494231.0,2585831.0,14700131.0,68191840.0,16798387.0,0.21557,11242654.0,-5555733.0,-5096652.0,4.623157894736842,-0.4941656124968357,591718.6315789474,Florida,1.4941656124968357,Small
BAPTIST HOSPITAL,PENSACOLA,FL,32501-2316,ESCAMBIA,R,STH,1,2,2022-10-01,2023-09-30,2233.47,72174.0,278.0,101470.0,15891.0,338.0,67945703.0,65903076.0,475826998.0,3181892740.0,560899816.0,0.149542,475392361.0,-85507455.0,6291671.0,6.607899408284023,-0.1798671203301056,1406486.275147929,Florida,1.1798671203301057,Large
GULF BREEZE HOSPITAL,GULF BREEZE,FL,32561,SANTA ROSA,R,STH,1,2,2022-10-01,2023-09-30,452.82,11989.0,65.0,23725.0,3175.0,65.0,15208135.0,6283818.0,96972728.0,916843099.0,110216144.0,0.105768,122595478.0,12379334.0,14840840.0,6.966461538461538,0.1009770849786156,1886084.276923077,Florida,0.8990229150213844,Small
GRISELL MEMORIAL HOSPITAL DIST #1,RANSOM,KS,67572-,NESS,R,CAH,1,11,2023-01-01,2023-12-31,51.93,5952.0,25.0,9125.0,26.0,25.0,38528.0,553798.0,7609367.0,3130239.0,8231631.0,2.430922,6611465.0,-1620166.0,-231608.0,2.0772,-0.24505400845349706,264458.6,Kansas,1.2450540084534971,Small
ASHLAND HEALTH CENTER,ASHLAND,KS,67831,CLARK,R,CAH,1,11,2023-01-01,2023-12-31,56.68,4988.0,25.0,9125.0,50.0,25.0,122296.0,564082.0,11505395.0,5860040.0,12606007.0,1.963365,9222831.0,-3383176.0,-1030937.0,2.2672,-0.36682619469011196,368913.24,Kansas,1.366826194690112,Small
THE BROOK - DUPONT,LOUSIVILLE,KY,40207,JEFFERSON,U,PH,4,4,2023-01-01,2023-12-31,168.27,20474.0,88.0,32120.0,2629.0,88.0,,,18983294.0,42687000.0,20485546.0,,33972383.0,13486837.0,13492610.0,1.912159090909091,0.3969941407996018,386049.8068181818,Kentucky,0.6030058592003982,Medium
TERREBONNE GENERAL HEALTH SYSTEM,HOUMA,LA,70360-,TERREBONNE PARISH,U,STH,1,11,2023-04-01,2024-03-31,1234.51,26326.0,151.0,55266.0,5811.0,171.0,7607155.0,2700711.0,192796599.0,744159360.0,259968655.0,0.25908,247419865.0,-12548790.0,14753728.0,7.2193567251461985,-0.05071860337487453,1446899.7953216375,Louisiana,1.0507186033748745,Medium
NORTHERN NAVAJO MEDICAL CENTER,SHIPROCK,NM,87420,SAN JUAN,R,STH,1,7,2022-10-01,2023-09-30,1630.0,7000.0,60.0,21900.0,1648.0,60.0,,,152066523.0,1951745.0,264894432.0,,,-264894432.0,-264894432.0,27.166666666666668,,,New Mexico,,Small
ADVENTHEALTH HENDERSONVILLE,HENDERSONVILLE,NC,28792-,HENDERSON,U,STH,1,1,2023-01-01,2023-12-31,1115.72,19984.0,98.0,35770.0,4462.0,98.0,8787899.0,22180126.0,200668317.0,756338078.0,265483857.0,0.265316,276529730.0,11045873.0,32179262.0,11.384897959183673,0.03994461282698247,2821731.93877551,North Carolina,0.9600553871730175,Medium
GBH - GENEVA,GENEVA,OH,44041,ASHTABULA,R,PH,4,4,2023-01-01,2023-12-31,37.76,7338.0,22.0,8030.0,453.0,22.0,,,4721758.0,22015421.0,4837559.0,,6726251.0,1888692.0,1937787.0,1.7163636363636363,0.28079416007520386,305738.6818181818,Ohio,0.7192058399247961,Small
UNIVERSITY HEALTH SYSTEM,SAN ANTONIO,TX,78229-,BEXAR,R,STH,1,11,2023-01-01,2023-12-31,6740.59,216486.0,669.0,244185.0,81994.0,679.0,138036529.0,367643801.0,1566830130.0,5406993951.0,2923980569.0,0.289778,1284463777.0,-1639516792.0,373058295.0,9.927231222385862,-1.276421197201266,1891699.2297496318,Texas,2.276421197201266,Large
CANYON RIDGE HOSPITAL,CHINO,CA,91710,SAN BERNARDINO,U,PH,4,4,2023-02-01,2024-01-31,282.36,50383.0,157.0,57305.0,6573.0,157.0,,,31872707.0,102628288.0,36390639.0,,57925470.0,21534831.0,21931199.0,1.798471337579618,0.37176791142134885,368952.0382165605,California,0.6282320885786512,Medium
ADVENTHEALTH GORDON,CALHOUN,GA,30703-7013,,R,STH,1,1,2023-01-01,2023-12-31,918.51,19678.0,69.0,25185.0,4320.0,69.0,9714366.0,18879801.0,128157314.0,1018401085.0,215120072.0,0.125842,,-215120072.0,-215120072.0,13.311739130434782,,,Georgia,,Small
HARFORD MEMORIAL HOSPITAL,HAVRE DE GRACE,MD,21078,HARFORD,U,STH,1,2,2023-07-01,2024-02-06,432.54,12130.0,88.0,19448.0,2203.0,88.0,,,48405181.0,66627269.0,54657717.0,0.726507,61258941.0,6601224.0,13654275.0,4.915227272727273,0.10775935548738919,696124.3295454546,Maryland,0.8922406445126109,Medium
CHICKASAW NATION MEDICAL CENTER,ADA,OK,74820,PONTOTOC,R,STH,1,7,2022-10-01,2023-09-30,2292.0,6901.0,72.0,26280.0,2214.0,72.0,,,192722238.0,3732867.0,344486689.0,,,-344486689.0,-344486689.0,31.833333333333332,,,Oklahoma,,Small
METHODIST HOSPITAL FOR SURGERY,ADDISON,TX,75001,DALLAS,U,STH,1,4,2023-01-01,2023-12-31,331.23,4944.0,32.0,11680.0,1525.0,32.0,5266471.0,2102575.0,133114324.0,335893439.0,142072182.0,0.396299,176544019.0,34471837.0,35678877.0,10.3509375,0.19525916083285721,5517000.59375,Texas,0.8047408391671428,Small
THE SANCTUARY AT THE WOODLANDS,CULLMAN,AL,35055,CULLMAN,R,PH,4,6,2023-03-24,2023-12-31,50.84,5569.0,40.0,11320.0,284.0,40.0,,,3398869.0,9066871.0,3555741.0,,3570856.0,15115.0,19776.0,1.2710000000000001,0.004232878615099573,89271.4,Alabama,0.9957671213849004,Small
PANA COMMUNITY HOSPITAL,PANA,IL,62557-1716,CHRISTIAN,R,CAH,1,2,2023-01-01,2023-12-31,150.82,1639.0,22.0,8030.0,209.0,22.0,1785281.0,1094605.0,30823509.0,75729883.0,36508274.0,0.407019,38351205.0,1842931.0,6168031.0,6.8554545454545455,0.04805405723236075,1743236.5909090908,Illinois,0.9519459427676392,Small
MCLAREN CENTRAL MICHIGAN,MT PLEASANT,MI,48858,ISABELLA,R,STH,1,2,2022-10-01,2023-09-30,319.0,6571.0,41.0,14965.0,1845.0,41.0,3164362.0,10556498.0,144681220.0,375359842.0,163309616.0,0.385447,115681687.0,-47627929.0,-18138011.0,7.780487804878049,-0.4117153737566085,2821504.56097561,Michigan,1.4117153737566086,Small
CROSSGATES RIVER OAKS HOSPITAL,BRANDON,MS,39042,RANKIN,U,STH,1,4,2023-01-01,2023-12-31,148.71,4737.0,86.0,31390.0,1166.0,104.0,4916884.0,2418736.0,42069029.0,438806432.0,44356597.0,0.095871,41797478.0,-2559119.0,-2470959.0,1.4299038461538462,-0.0612266366884624,401898.82692307694,Mississippi,1.0612266366884624,Medium
SOUTHERN HILLS HOSPITAL & MEDICAL CT,LAS VEGAS,NV,89148,CLARK,U,STH,1,4,2023-02-01,2024-01-31,1031.92,59276.0,205.0,74825.0,14078.0,265.0,23959982.0,35278974.0,265574958.0,3505956372.0,302120583.0,0.07575,357293454.0,55172871.0,56348446.0,3.8940377358490568,0.15441892478668248,1348277.1849056603,Nevada,0.8455810752133175,Large
SOLDIERS & SAILORS MEMORIAL HOSPITAL,PENN YAN,NY,14527,YATES,R,CAH,1,2,2023-01-01,2023-12-31,161.56,2837.0,25.0,9125.0,277.0,176.0,489735.0,3259052.0,42914129.0,86924410.0,48324891.0,0.493695,41724999.0,-6599892.0,5563393.0,0.9179545454545455,-0.15817596544460072,237073.85795454544,New York,1.1581759654446007,Medium
KETTERING HEALTH MAIN CAMPUS,KETTERING,OH,45429-,MONTGOMERY,R,STH,1,1,2023-01-01,2023-12-31,2586.23,105757.0,386.0,141116.0,22388.0,386.0,24903933.0,41597225.0,537243831.0,3654769551.0,738144194.0,0.146998,749232486.0,11088292.0,138483499.0,6.700077720207254,0.014799534466528725,1941016.8031088084,Ohio,0.9852004655334713,Large
